id;scenario_id;region;input_energy_vector;output_energy_vector;parameter_name;technology;technology_type;value;unit;tags;method;source;comment;year
1;58;["BB"];air;electricity;added capacity;wind turbine;onshore;1.14E-09;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
2;58;["BB"];air;electricity;capacity;wind turbine;onshore;5.700033751;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
3;58;["BB"];biogas;electricity;added capacity;generator;combustion engine;6.54E-10;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
4;58;["BB"];biogas;electricity;capacity;generator;combustion engine;0.264000001;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
5;58;["BB"];biomass;electricity;added capacity;generator;steam;5.32E-12;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
6;58;["BB"];biomass;electricity;capacity;generator;steam;0.428;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
7;58;["BB"];electricity;electricity;added capacity;electrolyser;alkaline;2.97E-08;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
8;58;["BB"];electricity;electricity;capacity;electrolyser;alkaline;2.97E-08;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
9;58;["BB"];heat;electricity;added capacity;geothermal;unknown;0.530764927;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
10;58;["BB"];heat;electricity;capacity;geothermal;unknown;0.530764927;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
11;58;["BB"];hydrogen;electricity;added capacity;generator;gas;1.55E-08;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
12;58;["BB"];hydrogen;electricity;capacity;generator;gas;1.55E-08;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
13;58;["BB"];light oil;electricity;added capacity;chp;gas;3.81E-09;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
14;58;["BB"];light oil;electricity;capacity;chp;gas;0.000213604;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
15;58;["BB"];light oil;electricity;added capacity;generator;gas;1.32E-09;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
16;58;["BB"];light oil;electricity;capacity;generator;gas;0.037906141;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
17;58;["BB"];lignite;electricity;added capacity;chp;steam;0;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
18;58;["BB"];lignite;electricity;capacity;chp;steam;1.5;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
19;58;["BB"];natural gas;electricity;added capacity;chp;combined cycle;1.10E-10;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
20;58;["BB"];natural gas;electricity;capacity;chp;combined cycle;0.1909274;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
21;58;["BB"];natural gas;electricity;added capacity;chp;combustion engine;9.18E-11;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
22;58;["BB"];natural gas;electricity;capacity;chp;combustion engine;0.05120375;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
23;58;["BB"];natural gas;electricity;added capacity;chp;gas;8.17E-13;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
24;58;["BB"];natural gas;electricity;capacity;chp;gas;0.0464045;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
25;58;["BB"];natural gas;electricity;added capacity;generator;combined cycle;6.02E-11;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
26;58;["BB"];natural gas;electricity;capacity;generator;combined cycle;0.24431;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
27;58;["BB"];natural gas;electricity;added capacity;generator;combustion engine;1.39E-10;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
28;58;["BB"];natural gas;electricity;capacity;generator;combustion engine;0.0077227;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
29;58;["BB"];natural gas;electricity;added capacity;generator;gas;4.57E-10;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
30;58;["BB"];natural gas;electricity;capacity;generator;gas;0.3302014;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
31;58;["BB"];solar radiation;electricity;added capacity;photovoltaics;rooftop;0;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
32;58;["BB"];solar radiation;electricity;capacity;photovoltaics;rooftop;0.295966873;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
33;58;["BB"];solar radiation;electricity;added capacity;photovoltaics;utility;3.58246679;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
34;58;["BB"];solar radiation;electricity;capacity;photovoltaics;utility;6.022663017;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
35;58;["BB"];waste;electricity;added capacity;chp;steam;8.33E-12;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
36;58;["BB"];waste;electricity;capacity;chp;steam;0.161204;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
37;58;["BB"];waste;electricity;added capacity;generator;steam;8.63E-12;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
38;58;["BB"];waste;electricity;capacity;generator;steam;0.0036;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
39;58;["BB"];water;electricity;added capacity;hydro turbine;run-of-river;2.43E-13;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
40;58;["BB"];water;electricity;capacity;hydro turbine;run-of-river;0.00357804;GW;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
41;58;["BB"];air;electricity;electricity generation;wind turbine;onshore;8025.887201;GWh;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
42;58;["BB"];air;electricity;primary energy consumption;wind turbine;onshore;8025887.201;MWh/a;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
43;58;["BB"];biogas;electricity;electricity generation;generator;combustion engine;6.984857589;GWh;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
44;58;["BB"];biogas;electricity;primary energy consumption;generator;combustion engine;15521.90575;MWh/a;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
45;58;["BB"];biomass;electricity;electricity generation;generator;steam;1.31484817;GWh;"{""scenario"": ""ID2""}";"{""value"": ""aggregated""}";urbs;;2030
